2020-03-19 12:37:00:590 INFO  PlaneServiceImpl:createNewPassengerPlane:14 - New passenger plane created. ModelName = 'Boeing708'
2020-03-19 19:07:30:330 INFO  PlaneServiceImpl:createNewPassengerPlane:14 - New passenger plane created. ModelName = 'Boeing708'
2020-03-19 19:07:30:333 INFO  AirlineServiceImpl:buyNewPlane:25 - New plane (modelName='Boeing708') was bought by airport (name='Grodno_AIR')
2020-03-19 19:07:30:335 INFO  PlaneServiceImpl:createNewPassengerPlane:14 - New passenger plane created. ModelName = 'Boeing709'
2020-03-19 19:07:30:336 INFO  AirlineServiceImpl:buyNewPlane:25 - New plane (modelName='Boeing709') was bought by airport (name='Grodno_AIR')
2020-03-19 19:07:30:337 INFO  PlaneServiceImpl:createNewPassengerPlane:14 - New passenger plane created. ModelName = 'Boeing727'
2020-03-19 19:07:30:337 INFO  AirlineServiceImpl:buyNewPlane:25 - New plane (modelName='Boeing727') was bought by airport (name='Grodno_AIR')
2020-03-19 19:07:30:338 INFO  PlaneServiceImpl:createNewPassengerPlane:14 - New passenger plane created. ModelName = 'Boeing737'
2020-03-19 19:07:30:339 INFO  AirlineServiceImpl:buyNewPlane:25 - New plane (modelName='Boeing737') was bought by airport (name='Grodno_AIR')
2020-03-19 19:07:30:340 INFO  PlaneServiceImpl:createNewCargoPlane:21 - New cargo plane created. ModelName = 'Boeing608'
2020-03-19 19:07:30:341 INFO  AirlineServiceImpl:buyNewPlane:25 - New plane (modelName='Boeing608') was bought by airport (name='Grodno_AIR')
2020-03-19 19:07:30:341 INFO  PlaneServiceImpl:createNewCargoPlane:21 - New cargo plane created. ModelName = 'Boeing609'
2020-03-19 19:07:30:342 INFO  AirlineServiceImpl:buyNewPlane:25 - New plane (modelName='Boeing609') was bought by airport (name='Grodno_AIR')
2020-03-19 19:07:30:344 INFO  AirlineServiceImpl:showAllPlanes:31 - display all planes: 
2020-03-19 19:07:30:344 INFO  AirlineServiceImpl:showAllPlanes:33 - PassengerPlane{ passengerCapacity = 150 fuelTank 270000 fuelConsumption 53 maxdistance = 5094}
2020-03-19 19:07:30:345 INFO  AirlineServiceImpl:showAllPlanes:33 - PassengerPlane{ passengerCapacity = 155 fuelTank 250000 fuelConsumption 55 maxdistance = 4545}
2020-03-19 19:07:30:347 INFO  AirlineServiceImpl:showAllPlanes:33 - PassengerPlane{ passengerCapacity = 200 fuelTank 300000 fuelConsumption 78 maxdistance = 3846}
2020-03-19 19:07:30:348 INFO  AirlineServiceImpl:showAllPlanes:33 - PassengerPlane{ passengerCapacity = 250 fuelTank 270000 fuelConsumption 53 maxdistance = 5094}
2020-03-19 19:07:30:349 INFO  AirlineServiceImpl:showAllPlanes:33 - CargoPlane{ cargoCapacity=25 fuelTank 250000 fuelConsumption 48 maxdistance = 5208}
2020-03-19 19:07:30:350 INFO  AirlineServiceImpl:showAllPlanes:33 - CargoPlane{ cargoCapacity=35 fuelTank 300000 fuelConsumption 60 maxdistance = 5000}
2020-03-19 19:07:30:355 INFO  AirlineServiceImpl:sortByMaxDistance:39 - Sort planes by max distance...
2020-03-19 19:07:30:360 INFO  AirlineServiceImpl:showAllPlanes:31 - display all planes: 
2020-03-19 19:07:30:361 INFO  AirlineServiceImpl:showAllPlanes:33 - CargoPlane{ cargoCapacity=25 fuelTank 250000 fuelConsumption 48 maxdistance = 5208}
2020-03-19 19:07:30:364 INFO  AirlineServiceImpl:showAllPlanes:33 - PassengerPlane{ passengerCapacity = 150 fuelTank 270000 fuelConsumption 53 maxdistance = 5094}
2020-03-19 19:07:30:365 INFO  AirlineServiceImpl:showAllPlanes:33 - PassengerPlane{ passengerCapacity = 250 fuelTank 270000 fuelConsumption 53 maxdistance = 5094}
2020-03-19 19:07:30:366 INFO  AirlineServiceImpl:showAllPlanes:33 - CargoPlane{ cargoCapacity=35 fuelTank 300000 fuelConsumption 60 maxdistance = 5000}
2020-03-19 19:07:30:367 INFO  AirlineServiceImpl:showAllPlanes:33 - PassengerPlane{ passengerCapacity = 155 fuelTank 250000 fuelConsumption 55 maxdistance = 4545}
2020-03-19 19:07:30:368 INFO  AirlineServiceImpl:showAllPlanes:33 - PassengerPlane{ passengerCapacity = 200 fuelTank 300000 fuelConsumption 78 maxdistance = 3846}
2020-03-19 19:07:30:369 INFO  AirlineServiceImpl:searchPlaneByParameters:48 - this plane (modelName='Boeing608') has fuel consumption in the given parameters from '30' to '50'
2020-03-19 19:07:30:369 INFO  AirlineServiceImpl:totalPassengerCapacity:75 - total passenger capacity of all 'Grodno_AIR' planes = '755'
2020-03-19 19:07:30:370 INFO  AirlineServiceImpl:totalCarryingCapacity:64 - total carrying capacity of all 'Grodno_AIR' planes = '60'
